city,year,crime,incidences,rate
Tiruch irapalli,2014,Voyeurism(Section 354C IPC),0,0
Tiruch irapalli,2014,Stalking (Section 354D IPC),1,0.2
Tiruch irapalli,2014,Others,5,1
Vadodara,2014,Voyeurism(Section 354C IPC),1,0.1
Vadodara,2014,Stalking (Section 354D IPC),21,2.4
Vadodara,2014,Others,38,4.4
Varanasi,2014,Voyeurism(Section 354C IPC),0,0
Varanasi,2014,Stalking (Section 354D IPC),24,3.6
Varanasi,2014,Others,0,0
Vasai Virar,2014,Voyeurism(Section 354C IPC),1,0.2
Vasai Virar,2014,Stalking (Section 354D IPC),8,1.4
Vasai Virar,2014,Others,85,14.9
Vijayawada,2014,Voyeurism(Section 354C IPC),9,1.2
Vijayawada,2014,Stalking (Section 354D IPC),91,12.3
Vijayawada,2014,Others,124,16.8
Vishakhapatnam,2014,Voyeurism(Section 354C IPC),0,0
Vishakhapatnam,2014,Stalking (Section 354D IPC),27,3.2
Vishakhapatnam,2014,Others,70,8.2
Agra,2014,Insult To The Modesty of Women (Total),0,0
Agra,2014,Insult to Modesty of Women At Office Premises,0,0
Agra,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Agra,2014,Insult to Modesty of Women In Public Transport System,0,0
Agra,2014,Insult to Modesty of Women at Other places,0,0
Ahmedabad,2014,Insult To The Modesty of Women (Total),3,0.1
Ahmedabad,2014,Insult to Modesty of Women At Office Premises,0,0
Ahmedabad,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Ahmedabad,2014,Insult to Modesty of Women In Public Transport System,0,0
Ahmedabad,2014,Insult to Modesty of Women at Other places,3,0.1
Allahabad,2014,Insult To The Modesty of Women (Total),1,0.2
Allahabad,2014,Insult to Modesty of Women At Office Premises,0,0
Allahabad,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Allahabad,2014,Insult to Modesty of Women In Public Transport System,0,0
Allahabad,2014,Insult to Modesty of Women at Other places,1,0.2
Amritsar,2014,Insult To The Modesty of Women (Total),2,0.4
Amritsar,2014,Insult to Modesty of Women At Office Premises,0,0
Amritsar,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Amritsar,2014,Insult to Modesty of Women In Public Transport System,0,0
Amritsar,2014,Insult to Modesty of Women at Other places,2,0.4
Asansol,2014,Insult To The Modesty of Women (Total),1,0.2
Asansol,2014,Insult to Modesty of Women At Office Premises,0,0
Asansol,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Asansol,2014,Insult to Modesty of Women In Public Transport System,0,0
Asansol,2014,Insult to Modesty of Women at Other places,1,0.2
Aurangabad,2014,Insult To The Modesty of Women (Total),5,0.9
Aurangabad,2014,Insult to Modesty of Women At Office Premises,0,0
Aurangabad,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Aurangabad,2014,Insult to Modesty of Women In Public Transport System,0,0
Aurangabad,2014,Insult to Modesty of Women at Other places,5,0.9
Bengaluru,2014,Insult To The Modesty of Women (Total),57,1.4
Bengaluru,2014,Insult to Modesty of Women At Office Premises,1,0
Bengaluru,2014,Insult to Modesty of Women in Other Places Related To Work,2,0
Bengaluru,2014,Insult to Modesty of Women In Public Transport System,1,0
Bengaluru,2014,Insult to Modesty of Women at Other places,53,1.3
Bhopal,2014,Insult To The Modesty of Women (Total),13,1.4
Bhopal,2014,Insult to Modesty of Women At Office Premises,0,0
Bhopal,2014,Insult to Modesty of Women in Other Places Related To Work,13,1.4
Bhopal,2014,Insult to Modesty of Women In Public Transport System,0,0
Bhopal,2014,Insult to Modesty of Women at Other places,0,0
Chandigarh City,2014,Insult To The Modesty of Women (Total),1,0.2
Chandigarh City,2014,Insult to Modesty of Women At Office Premises,0,0
Chandigarh City,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Chandigarh City,2014,Insult to Modesty of Women In Public Transport System,0,0
Chandigarh City,2014,Insult to Modesty of Women at Other places,1,0.2
Chennai,2014,Insult To The Modesty of Women (Total),157,3.6
Chennai,2014,Insult to Modesty of Women At Office Premises,0,0
Chennai,2014,Insult to Modesty of Women in Other Places Related To Work,157,3.6
Chennai,2014,Insult to Modesty of Women In Public Transport System,0,0
Chennai,2014,Insult to Modesty of Women at Other places,0,0
Coimbatore,2014,Insult To The Modesty of Women (Total),0,0
Coimbatore,2014,Insult to Modesty of Women At Office Premises,0,0
Coimbatore,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Coimbatore,2014,Insult to Modesty of Women In Public Transport System,0,0
Coimbatore,2014,Insult to Modesty of Women at Other places,0,0
Delhi (City),2014,Insult To The Modesty of Women (Total),1111,14.7
Delhi (City),2014,Insult to Modesty of Women At Office Premises,11,0.1
Delhi (City),2014,Insult to Modesty of Women in Other Places Related To Work,21,0.3
Delhi (City),2014,Insult to Modesty of Women In Public Transport System,8,0.1
Delhi (City),2014,Insult to Modesty of Women at Other places,1071,14.1
Dhanbad,2014,Insult To The Modesty of Women (Total),0,0
Dhanbad,2014,Insult to Modesty of Women At Office Premises,0,0
Dhanbad,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Dhanbad,2014,Insult to Modesty of Women In Public Transport System,0,0
Dhanbad,2014,Insult to Modesty of Women at Other places,0,0
Durg-Bhilainagar,2014,Insult To The Modesty of Women (Total),9,1.7
Durg-Bhilainagar,2014,Insult to Modesty of Women At Office Premises,0,0
Durg-Bhilainagar,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Durg-Bhilainagar,2014,Insult to Modesty of Women In Public Transport System,0,0
Durg-Bhilainagar,2014,Insult to Modesty of Women at Other places,9,1.7
Faridabad,2014,Insult To The Modesty of Women (Total),16,2.4
Faridabad,2014,Insult to Modesty of Women At Office Premises,0,0
Faridabad,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Faridabad,2014,Insult to Modesty of Women In Public Transport System,0,0
Faridabad,2014,Insult to Modesty of Women at Other places,16,2.4
Ghaziabad,2014,Insult To The Modesty of Women (Total),8,0.7
Ghaziabad,2014,Insult to Modesty of Women At Office Premises,0,0
Ghaziabad,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Ghaziabad,2014,Insult to Modesty of Women In Public Transport System,0,0
Ghaziabad,2014,Insult to Modesty of Women at Other places,8,0.7
Gwalior,2014,Insult To The Modesty of Women (Total),19,3.7
Gwalior,2014,Insult to Modesty of Women At Office Premises,0,0
Gwalior,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Gwalior,2014,Insult to Modesty of Women In Public Transport System,0,0
Gwalior,2014,Insult to Modesty of Women at Other places,19,3.7
Flyderabad,2014,Insult To The Modesty of Women (Total),87,2.3
Flyderabad,2014,Insult to Modesty of Women At Office Premises,4,0.1
Flyderabad,2014,Insult to Modesty of Women in Other Places Related To Work,23,0.6
Flyderabad,2014,Insult to Modesty of Women In Public Transport System,0,0
Flyderabad,2014,Insult to Modesty of Women at Other places,60,1.6
Indore,2014,Insult To The Modesty of Women (Total),31,3
Indore,2014,Insult to Modesty of Women At Office Premises,1,0.1
Indore,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Indore,2014,Insult to Modesty of Women In Public Transport System,1,0.1
Indore,2014,Insult to Modesty of Women at Other places,29,2.8
Jabalpur,2014,Insult To The Modesty of Women (Total),31,5.1
Jabalpur,2014,Insult to Modesty of Women At Office Premises,0,0
Jabalpur,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Jabalpur,2014,Insult to Modesty of Women In Public Transport System,0,0
Jabalpur,2014,Insult to Modesty of Women at Other places,31,5.1
Jaipur,2014,Insult To The Modesty of Women (Total),0,0
Jaipur,2014,Insult to Modesty of Women At Office Premises,0,0
Jaipur,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Jaipur,2014,Insult to Modesty of Women In Public Transport System,0,0
Jaipur,2014,Insult to Modesty of Women at Other places,0,0
Jamshedpur,2014,Insult To The Modesty of Women (Total),0,0
Jamshedpur,2014,Insult to Modesty of Women At Office Premises,0,0
Jamshedpur,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Jamshedpur,2014,Insult to Modesty of Women In Public Transport System,0,0
Jamshedpur,2014,Insult to Modesty of Women at Other places,0,0
Jodhpur,2014,Insult To The Modesty of Women (Total),3,0.6
Jodhpur,2014,Insult to Modesty of Women At Office Premises,0,0
Jodhpur,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Jodhpur,2014,Insult to Modesty of Women In Public Transport System,0,0
Jodhpur,2014,Insult to Modesty of Women at Other places,3,0.6
Kannur,2014,Insult To The Modesty of Women (Total),5,0.6
Kannur,2014,Insult to Modesty of Women At Office Premises,0,0
Kannur,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Kannur,2014,Insult to Modesty of Women In Public Transport System,0,0
Kannur,2014,Insult to Modesty of Women at Other places,5,0.6
Kanpur,2014,Insult To The Modesty of Women (Total),1,0.1
Kanpur,2014,Insult to Modesty of Women At Office Premises,0,0
Kanpur,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Kanpur,2014,Insult to Modesty of Women In Public Transport System,0,0
Kanpur,2014,Insult to Modesty of Women at Other places,1,0.1
Kochi,2014,Insult To The Modesty of Women (Total),18,1.7
Kochi,2014,Insult to Modesty of Women At Office Premises,0,0
Kochi,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Kochi,2014,Insult to Modesty of Women In Public Transport System,0,0
Kochi,2014,Insult to Modesty of Women at Other places,18,1.7
Kolkata,2014,Insult To The Modesty of Women (Total),286,4.2
Kolkata,2014,Insult to Modesty of Women At Office Premises,2,0
Kolkata,2014,Insult to Modesty of Women in Other Places Related To Work,2,0
Kolkata,2014,Insult to Modesty of Women In Public Transport System,7,0.1
Kolkata,2014,Insult to Modesty of Women at Other places,275,4
Kollam,2014,Insult To The Modesty of Women (Total),13,2.2
Kollam,2014,Insult to Modesty of Women At Office Premises,0,0
Kollam,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Kollam,2014,Insult to Modesty of Women In Public Transport System,0,0
Kollam,2014,Insult to Modesty of Women at Other places,13,2.2
Kota,2014,Insult To The Modesty of Women (Total),0,0
Kota,2014,Insult to Modesty of Women At Office Premises,0,0
Kota,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Kota,2014,Insult to Modesty of Women In Public Transport System,0,0
Kota,2014,Insult to Modesty of Women at Other places,0,0
Kozhikode,2014,Insult To The Modesty of Women (Total),9,0.8
Kozhikode,2014,Insult to Modesty of Women At Office Premises,0,0
Kozhikode,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Kozhikode,2014,Insult to Modesty of Women In Public Transport System,0,0
Kozhikode,2014,Insult to Modesty of Women at Other places,9,0.8
Lucknow,2014,Insult To The Modesty of Women (Total),2,0.1
Lucknow,2014,Insult to Modesty of Women At Office Premises,2,0.1
Lucknow,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Lucknow,2014,Insult to Modesty of Women In Public Transport System,0,0
Lucknow,2014,Insult to Modesty of Women at Other places,0,0
Ludhiana,2014,Insult To The Modesty of Women (Total),19,2.6
Ludhiana,2014,Insult to Modesty of Women At Office Premises,0,0
Ludhiana,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Ludhiana,2014,Insult to Modesty of Women In Public Transport System,0,0
Ludhiana,2014,Insult to Modesty of Women at Other places,19,2.6
Madurai,2014,Insult To The Modesty of Women (Total),1,0.1
Madurai,2014,Insult to Modesty of Women At Office Premises,0,0
Madurai,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Madurai,2014,Insult to Modesty of Women In Public Transport System,0,0
Madurai,2014,Insult to Modesty of Women at Other places,1,0.1
Malappuram,2014,Insult To The Modesty of Women (Total),0,0
Malappuram,2014,Insult to Modesty of Women At Office Premises,0,0
Malappuram,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Malappuram,2014,Insult to Modesty of Women In Public Transport System,0,0
Malappuram,2014,Insult to Modesty of Women at Other places,0,0
Meerut,2014,Insult To The Modesty of Women (Total),0,0
Meerut,2014,Insult to Modesty of Women At Office Premises,0,0
Meerut,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Meerut,2014,Insult to Modesty of Women In Public Transport System,0,0
Meerut,2014,Insult to Modesty of Women at Other places,0,0
Mumbai,2014,Insult To The Modesty of Women (Total),363,4.3
Mumbai,2014,Insult to Modesty of Women At Office Premises,4,0
Mumbai,2014,Insult to Modesty of Women in Other Places Related To Work,23,0.3
Mumbai,2014,Insult to Modesty of Women In Public Transport System,1,0
Mumbai,2014,Insult to Modesty of Women at Other places,335,3.9
Nagpur,2014,Insult To The Modesty of Women (Total),25,2
Nagpur,2014,Insult to Modesty of Women At Office Premises,0,0
Nagpur,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Nagpur,2014,Insult to Modesty of Women In Public Transport System,0,0
Nagpur,2014,Insult to Modesty of Women at Other places,25,2
Nasik,2014,Insult To The Modesty of Women (Total),3,0.4
Nasik,2014,Insult to Modesty of Women At Office Premises,0,0
Nasik,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Nasik,2014,Insult to Modesty of Women In Public Transport System,0,0
Nasik,2014,Insult to Modesty of Women at Other places,3,0.4
Patna,2014,Insult To The Modesty of Women (Total),56,5.8
Patna,2014,Insult to Modesty of Women At Office Premises,0,0
Patna,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Patna,2014,Insult to Modesty of Women In Public Transport System,0,0
Patna,2014,Insult to Modesty of Women at Other places,56,5.8
Pune,2014,Insult To The Modesty of Women (Total),98,4.1
Pune,2014,Insult to Modesty of Women At Office Premises,0,0
Pune,2014,Insult to Modesty of Women in Other Places Related To Work,6,0.3
Pune,2014,Insult to Modesty of Women In Public Transport System,0,0
Pune,2014,Insult to Modesty of Women at Other places,92,3.8
Raipur,2014,Insult To The Modesty of Women (Total),3,0.6
Raipur,2014,Insult to Modesty of Women At Office Premises,0,0
Raipur,2014,Insult to Modesty of Women in Other Places Related To Work,3,0.6
Raipur,2014,Insult to Modesty of Women In Public Transport System,0,0
Raipur,2014,Insult to Modesty of Women at Other places,0,0
Rajkot,2014,Insult To The Modesty of Women (Total),5,0.8
Rajkot,2014,Insult to Modesty of Women At Office Premises,0,0
Rajkot,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Rajkot,2014,Insult to Modesty of Women In Public Transport System,0,0
Rajkot,2014,Insult to Modesty of Women at Other places,5,0.8
Ranchi,2014,Insult To The Modesty of Women (Total),8,1.5
Ranchi,2014,Insult to Modesty of Women At Office Premises,0,0
Ranchi,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Ranchi,2014,Insult to Modesty of Women In Public Transport System,0,0
Ranchi,2014,Insult to Modesty of Women at Other places,8,1.5
Srinagar,2014,Insult To The Modesty of Women (Total),44,7.4
Srinagar,2014,Insult to Modesty of Women At Office Premises,0,0
Srinagar,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Srinagar,2014,Insult to Modesty of Women In Public Transport System,0,0
Srinagar,2014,Insult to Modesty of Women at Other places,44,7.4
Surat,2014,Insult To The Modesty of Women (Total),0,0
Surat,2014,Insult to Modesty of Women At Office Premises,0,0
Surat,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Surat,2014,Insult to Modesty of Women In Public Transport System,0,0
Surat,2014,Insult to Modesty of Women at Other places,0,0
Thiruvananthapuram,2014,Insult To The Modesty of Women (Total),15,1.7
Thiruvananthapuram,2014,Insult to Modesty of Women At Office Premises,0,0
Thiruvananthapuram,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Thiruvananthapuram,2014,Insult to Modesty of Women In Public Transport System,0,0
Thiruvananthapuram,2014,Insult to Modesty of Women at Other places,15,1.7
Thrissur,2014,Insult To The Modesty of Women (Total),11,1.1
Thrissur,2014,Insult to Modesty of Women At Office Premises,0,0
Thrissur,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Thrissur,2014,Insult to Modesty of Women In Public Transport System,0,0
Thrissur,2014,Insult to Modesty of Women at Other places,11,1.1
Tiruch irapalli,2014,Insult To The Modesty of Women (Total),3,0.6
Tiruch irapalli,2014,Insult to Modesty of Women At Office Premises,0,0
Tiruch irapalli,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Tiruch irapalli,2014,Insult to Modesty of Women In Public Transport System,0,0
Tiruch irapalli,2014,Insult to Modesty of Women at Other places,3,0.6
Vadodara,2014,Insult To The Modesty of Women (Total),8,0.9
Vadodara,2014,Insult to Modesty of Women At Office Premises,0,0
Vadodara,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Vadodara,2014,Insult to Modesty of Women In Public Transport System,0,0
Vadodara,2014,Insult to Modesty of Women at Other places,8,0.9
Varanasi,2014,Insult To The Modesty of Women (Total),3,0.4
Varanasi,2014,Insult to Modesty of Women At Office Premises,0,0
Varanasi,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Varanasi,2014,Insult to Modesty of Women In Public Transport System,0,0
Varanasi,2014,Insult to Modesty of Women at Other places,3,0.4
Vasai Virar,2014,Insult To The Modesty of Women (Total),16,2.8
Vasai Virar,2014,Insult to Modesty of Women At Office Premises,0,0
Vasai Virar,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Vasai Virar,2014,Insult to Modesty of Women In Public Transport System,0,0
Vasai Virar,2014,Insult to Modesty of Women at Other places,16,2.8
Vijayawada,2014,Insult To The Modesty of Women (Total),212,28.6
Vijayawada,2014,Insult to Modesty of Women At Office Premises,0,0
Vijayawada,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Vijayawada,2014,Insult to Modesty of Women In Public Transport System,1,0.1
Vijayawada,2014,Insult to Modesty of Women at Other places,211,28.5
Vishakhapatnam,2014,Insult To The Modesty of Women (Total),112,13.1
Vishakhapatnam,2014,Insult to Modesty of Women At Office Premises,0,0
Vishakhapatnam,2014,Insult to Modesty of Women in Other Places Related To Work,0,0
Vishakhapatnam,2014,Insult to Modesty of Women In Public Transport System,0,0
Vishakhapatnam,2014,Insult to Modesty of Women at Other places,112,13.1
Agra,2014,Cruelty By Husband or His Relatives *,367,45.6
Agra,2014,Importation of Girls From Foreign Country *,0,0
Agra,2014,Causing Death By Negligence (Total),189,10.8
Agra,2014,Deaths due to Rash/Negligent Driving,168,9.6
Agra,2014,Deaths due to Other Causes,21,1.2
Ahmedabad,2014,Cruelty By Husband or His Relatives *,802,26.7
Ahmedabad,2014,Importation of Girls From Foreign Country *,0,0
Ahmedabad,2014,Causing Death By Negligence (Total),330,5.2
Ahmedabad,2014,Deaths due to Rash/Negligent Driving,324,5.1
Ahmedabad,2014,Deaths due to Other Causes,6,0.1
Allahabad,2014,Cruelty By Husband or His Relatives *,176,31.4
Allahabad,2014,Importation of Girls From Foreign Country *,0,0
Allahabad,2014,Causing Death By Negligence (Total),78,6.4
Allahabad,2014,Deaths due to Rash/Negligent Driving,78,6.4
Allahabad,2014,Deaths due to Other Causes,0,0
Amritsar,2014,Cruelty By Husband or His Relatives *,150,27.1
Amritsar,2014,Importation of Girls From Foreign Country *,0,0
Amritsar,2014,Causing Death By Negligence (Total),62,5.2
Amritsar,2014,Deaths due to Rash/Negligent Driving,60,5.1
Amritsar,2014,Deaths due to Other Causes,2,0.2
Asansol,2014,Cruelty By Husband or His Relatives *,490,82.4
Asansol,2014,Importation of Girls From Foreign Country *,0,0
Asansol,2014,Causing Death By Negligence (Total),211,17
Asansol,2014,Deaths due to Rash/Negligent Driving,211,17
Asansol,2014,Deaths due to Other Causes,0,0
Aurangabad,2014,Cruelty By Husband or His Relatives *,164,28.8
Aurangabad,2014,Importation of Girls From Foreign Country *,0,0
Aurangabad,2014,Causing Death By Negligence (Total),183,15.4
Aurangabad,2014,Deaths due to Rash/Negligent Driving,178,15
Aurangabad,2014,Deaths due to Other Causes,5,0.4
Bengaluru,2014,Cruelty By Husband or His Relatives *,490,12.1
Bengaluru,2014,Importation of Girls From Foreign Country *,0,0
Bengaluru,2014,Causing Death By Negligence (Total),885,10.4
Bengaluru,2014,Deaths due to Rash/Negligent Driving,684,8
